Title,Price,Location,Bed,Bath,Area,Badges,Listing Time,Thumbnail
Double Storey House Is Available For Sale,8.5 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",6.0,6.0,600 Sq. Yd.,['Hot badge'],Added: 1 week ago,https://images.zameen.com/smap/400/300/24.91567/67.083628/image.jpeg?quality=80&imageformat=jpeg
Double Storey House Is Available For Sale,9 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",6.0,6.0,400 Sq. Yd.,['Hot badge'],Added: 1 week ago,https://images.zameen.com/smap/400/300/24.91567/67.083628/image.jpeg?quality=80&imageformat=jpeg
Single Storey House Is Available For Sale,4.5 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",3.0,3.0,400 Sq. Yd.,['Hot badge'],Added: 1 week ago,https://images.zameen.com/smap/400/300/24.924038/67.087233/image.jpeg?quality=80&imageformat=jpeg
Double story house is available for sale in Vip Block,5.5 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['Hot badge'],Added: 1 week ago,https://images.zameen.com/smap/400/300/24.919484/67.089765/image.jpeg?quality=80&imageformat=jpeg
1080 Square Feet House In Gulshan-E-Iqbal - Block 6 For Sale,3.1 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",6.0,6.0,120 Sq. Yd.,['Hot badge'],Added: 1 week ago (Updated: 6 days ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
Portion On Sale,3.85 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,4.0,256 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.882174/67.067306/image.jpeg?quality=80&imageformat=jpeg
240 Square Yard Semi Double Storey House For Sale,5.5 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",5.0,5.0,240 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.9195/67.0898/image.jpeg?quality=80&imageformat=jpeg
400 Square Yard Double Story Well Maintain,7.5 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",8.0,6.0,400 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.91746/67.087412/image.jpeg?quality=80&imageformat=jpeg
240 Square Yard Ground Floor Brand New Outclass Work,2.9 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.92754/67.104406/image.jpeg?quality=80&imageformat=jpeg
"Property For sale In Gulshan-e-Iqbal - Block 13/A Karachi Is Available Under Rs. 20,000,000",2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188637-400x300.webp
1800 Square Feet Flat Is Available For sale In Gulshan-e-Iqbal - Block 13/A,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188655-400x300.webp
1800 Square Feet Flat Up For sale In Gulshan-e-Iqbal - Block 13/A,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188626-400x300.webp
You Can Find A Gorgeous Flat For sale In Gulshan-e-Iqbal - Block 13/A,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188580-400x300.webp
A Good Option For sale Is The Flat Available In Gulshan-e-Iqbal - Block 13/A In Karachi,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188550-400x300.webp
Buy your ideal 1800 Square Feet Flat in a prime location of Karachi,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188544-400x300.webp
1800 Square Feet Flat In Gulshan-e-Iqbal - Block 13/A For sale,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188520-400x300.webp
1800 Square Feet Spacious Flat Available In Gulshan-e-Iqbal - Block 13/A For sale,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188538-400x300.webp
240 Square Yard Ground Floor Brand New Outclass Work Sub Lease Already,3.1 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.92754/67.104406/image.jpeg?quality=80&imageformat=jpeg
Apartment For Sale,2.25 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,156 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.882174/67.067306/image.jpeg?quality=80&imageformat=jpeg
House For Sale 240 Yards Ideal Location Just Near Continental Bakery Gulshan E Iqbal. . stylishly Renovated,5.25 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",5.0,5.0,240 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.924038/67.087233/image.jpeg?quality=80&imageformat=jpeg
House Available For Sale At Gulshan-e-Iqbal block 1 13/D,7.5 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",8.0,6.0,400 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/201225915-400x300.webp
240 Sqyds Demolish Banglow In Gulshan-e-iqbal Town Block 3,4 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",,,240 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.928318/67.092855/image.jpeg?quality=80&imageformat=jpeg
Gulshan-e-iqbal Town Block 3,4 Crore,"Gulshan-e-Iqbal Town, Karachi",3.0,3.0,240 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.898465/67.0625/image.jpeg?quality=80&imageformat=jpeg
850 Square Feet Bhihani Heights B. Block Road Phasing,95 Lakh,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",2.0,2.0,94 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.934623/67.099164/image.jpeg?quality=80&imageformat=jpeg
Flat Available For Sale,3 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,4.0,222 Sq. Yd.,['Hot badge'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.882174/67.067306/image.jpeg?quality=80&imageformat=jpeg
2 Bed Dd Cross West Opened At 4th Floor,85 Lakh,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",2.0,2.0,94 Sq. Yd.,['Hot badge'],Added: 3 weeks ago (Updated: 3 weeks ago),https://images.zameen.com/smap/400/300/24.914152/67.108169/image.jpeg?quality=80&imageformat=jpeg
Gulshan Iqbal Block 5 400 Yard Triple Storey House,7.75 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",8.0,6.0,400 Sq. Yd.,['Hot badge'],Added: 3 weeks ago (Updated: 3 weeks ago),https://images.zameen.com/smap/400/300/24.919484/67.089765/image.jpeg?quality=80&imageformat=jpeg
gulshan iqbal block 6 2 bed dd flat,1.1 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",2.0,2.0,117 Sq. Yd.,['Hot badge'],Added: 3 weeks ago (Updated: 3 weeks ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
240 Square Yard Second Floor With Roof Outclass Work West Open,3.1 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",4.0,4.0,240 Sq. Yd.,['Hot badge'],Added: 4 weeks ago,https://images.zameen.com/smap/400/300/24.919484/67.089765/image.jpeg?quality=80&imageformat=jpeg
4 Bed Flat For Sale,4 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",4.0,4.0,222 Sq. Yd.,['Hot badge'],Added: 4 weeks ago,https://images.zameen.com/smap/400/300/24.88776/67.076926/image.jpeg?quality=80&imageformat=jpeg
140 Sqyds House For Sale,5.5 Crore,"CP Barar Society, Gulshan-e-Iqbal Town",,,140 Sq. Yd.,['Hot badge'],Added: 4 weeks ago,https://images.zameen.com/smap/400/300/24.881111/67.079956/image.jpeg?quality=80&imageformat=jpeg
A Flat At Affordable Price Awaits You,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188514-400x300.webp
1800 Square Feet Flat For sale In Karachi,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188508-400x300.webp
Good 1800 Square Feet Flat For sale In Gulshan-e-Iqbal - Block 13/A,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188493-400x300.webp
Highly-coveted 1800 Square Feet Flat Is Available In Gulshan-e-Iqbal - Block 13/A For sale,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188487-400x300.webp
1800 Square Feet Flat For sale In Gulshan-e-Iqbal - Block 13/A,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188481-400x300.webp
Get In Touch Now To Buy A 1800 Square Feet Flat In Gulshan-e-Iqbal - Block 13/A,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188461-400x300.webp
Ready To Buy A Flat In Gulshan-e-Iqbal - Block 13/A Karachi,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188450-400x300.webp
Flat For sale Is Readily Available In Prime Location Of Gulshan-e-Iqbal - Block 13/A,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188432-400x300.webp
In Gulshan-e-Iqbal - Block 13/A Flat For sale Sized 1800 Square Feet,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188405-400x300.webp
Ideal Flat For sale In Gulshan-e-Iqbal - Block 13/A,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188393-400x300.webp
Highly-coveted 1800 Square Feet Flat Is Available In Gulshan-e-Iqbal - Block 13/A For sale,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188399-400x300.webp
Ready To Buy A Flat 1800 Square Feet In Karachi,2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,200 Sq. Yd.,['Verified badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203188383-400x300.webp
2 Bedrooms Portion For Sale In Near United King Bakery Alamgir Road Karachi,1.75 Crore,"Alamgir Road, Gulshan-e-Iqbal Town",2.0,2.0,106 Sq. Yd.,['Trusted badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/201200558-400x300.webp
Fully Renovated Corner Beautiful Apartment for Sale in Gulshan-e-Iqbal Block 13-C Karachi.,2 Crore,"Gulshan-e-Iqbal Town, Karachi",3.0,3.0,240 Sq. Yd.,['Trusted badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/191230454-400x300.webp
Saima Square One Flat For Sale,3.5 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",3.0,4.0,267 Sq. Yd.,['Trusted badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/200446666-400x300.webp
Flat Available For Sale. .,3.75 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,244 Sq. Yd.,['Trusted badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/196898257-400x300.webp
Flat Available For Sale,3.75 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,5.0,244 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/195393466-400x300.webp
Bungalow Available For Sale,5.8 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",5.0,6.0,140 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/194212754-400x300.webp
Portion Available For Sale With Roof,4.75 Crore,"Adamjee Nagar, Gulshan-e-Iqbal Town",3.0,3.0,300 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/191449019-400x300.webp
Flat Available For Sale With Roof,2 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",3.0,3.0,167 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/198612060-400x300.webp
Brand New 4 Bed Dd With Roof Portion For Sale At Gulshan E Iqbal 13/d 1,3.5 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",4.0,4.0,267 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/201136173-400x300.webp
Well Maintained 2 Bed DD Portion For Sale At Sharfabad,1.7 Crore,"Sharfabad, Gulshan-e-Iqbal Town",2.0,2.0,111 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/201138251-400x300.webp
Well Maintained 3 Bed Dd Apartment For Sale At Sharfabad,3.3 Crore,"Sharfabad, Gulshan-e-Iqbal Town",3.0,3.0,178 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/185825096-400x300.webp
Brand New 4 Bed DD Apartment For Sale At Bhadurabad,4 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,5.0,244 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/190859047-400x300.webp
Very Spacious 2 Bed DD Apartment For Sale At Bhadurabad,2.75 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",2.0,3.0,127 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/190858908-400x300.webp
Well maintained 400 Sq Yard single storey house Gulshan E Iqbal Karachi sindh,6.9 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",3.0,4.0,400 Sq. Yd.,['No badges'],Added: 4 days ago,https://media.zameen.com/thumbnails/203152558-400x300.webp
West Open Single Storey 5 Bedrooms 200 Sq Yards Bungalow For Sale,1.8 Crore,"Income Tax Coop Housing Society, Gulshan-e-Iqbal Town",5.0,6.0,200 Sq. Yd.,['No badges'],Added: 4 days ago (Updated: 3 days ago),https://media.zameen.com/thumbnails/203151665-400x300.webp
Newly Constructed Ideally Priced House For Sale In Karachi,6.5 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",9.0,9.0,240 Sq. Yd.,['Trusted badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/161808958-400x300.webp
Villa On Easy Installments Is Available In Bahria Town Karachi,2.95 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",4.0,4.0,250 Sq. Yd.,['Trusted badge'],Added: 4 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203143921-400x300.webp
Luxury AQ Executive Villa Is Available On Easy Installments In Precinct 10B Bahria Town Karachi,2.95 Crore,"Gulshan-e-Iqbal - Block 10, Gulshan-e-Iqbal",4.0,4.0,250 Sq. Yd.,['Trusted badge'],Added: 5 days ago (Updated: 4 days ago),https://media.zameen.com/thumbnails/203141426-400x300.webp
Brand New 6 Bed Ground Plus One,6.75 Crore,"Gulshan-e-Jamal, Gulshan-e-Iqbal Town",6.0,6.0,300 Sq. Yd.,['No badges'],Added: 5 days ago,https://media.zameen.com/thumbnails/195489464-400x300.webp
3000 Square Feet Lower Portion Is Available For Sale In Bahadurabad,4.5 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,4.0,333 Sq. Yd.,['Trusted badge'],Added: 5 days ago,https://media.zameen.com/thumbnails/201855519-400x300.webp
Spacious 300 Sq Yd House Available For Sale In Gulistan-e- Jamal,12 Crore,"Gulshan-e-Jamal, Gulshan-e-Iqbal Town",3.0,3.0,300 Sq. Yd.,['No badges'],Added: 5 days ago,https://media.zameen.com/thumbnails/187285206-400x300.webp
Saima Royal Residency Flat For Sale 2 Bed Dd 13th Floor Of 1350 Square Feet Is Available For Sale In Saima Royal Residency Near Gulshan Churangi Imtiaz Mart.,1.5 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",2.0,3.0,150 Sq. Yd.,['No badges'],Added: 5 days ago,https://media.zameen.com/thumbnails/197676712-400x300.webp
Apartment For Sale At Chandni Residency Opposite Askari Park Main University Road,2.5 Crore,"Sharfabad, Gulshan-e-Iqbal Town",2.0,2.0,122 Sq. Yd.,['No badges'],Added: 5 days ago,https://media.zameen.com/thumbnails/171587826-400x300.webp
Sharfabad 1000 Square Feet Flat Up For sale,1.65 Crore,"Sharfabad, Gulshan-e-Iqbal Town",2.0,2.0,111 Sq. Yd.,['Verified badge'],Added: 5 days ago,https://media.zameen.com/thumbnails/190094948-400x300.webp
Apartment For Sale At Sharfabad Near Tv Station Road,2.6 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 5 days ago,https://media.zameen.com/thumbnails/201389336-400x300.webp
*BEAUTIFUL APARTMENT FOR SALE AT SHARFABAD*,2.7 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,178 Sq. Yd.,['No badges'],Added: 5 days ago,https://media.zameen.com/thumbnails/194830552-400x300.webp
Sharfabad Flat Sized 1450 Square Feet Is Available,2.5 Crore,"Sharfabad, Gulshan-e-Iqbal Town",3.0,3.0,161 Sq. Yd.,['Verified badge'],Added: 5 days ago,https://media.zameen.com/thumbnails/193087653-400x300.webp
Luxury AQ Executive Villas Is Available On Easy Installments In Bahria Town Karachi,2.95 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",4.0,4.0,250 Sq. Yd.,['Trusted badge'],Added: 5 days ago (Updated: 5 days ago),https://media.zameen.com/thumbnails/203067365-400x300.webp
Luxurious Villa Available On 3 Years Installments In Bahria Town Karachi,2.95 Crore,"Gulshan-e-Iqbal Town, Karachi",4.0,4.0,250 Sq. Yd.,['Trusted badge'],Added: 5 days ago (Updated: 5 days ago),https://media.zameen.com/thumbnails/203066922-400x300.webp
FLAT AVAILABLE FOR SALE WEST AND EAST BOTH,4.65 Crore,"Delhi Mercantile Society, Gulshan-e-Iqbal Town",3.0,3.0,193 Sq. Yd.,['No badges'],Added: 5 days ago,https://media.zameen.com/thumbnails/196904125-400x300.webp
Portion Available For Sale,5.75 Crore,"Delhi Mercantile Society, Gulshan-e-Iqbal Town",4.0,4.0,267 Sq. Yd.,['No badges'],Added: 5 days ago,https://media.zameen.com/thumbnails/164097741-400x300.webp
1000 Square Yard House Is Available For Sale At Al Hamra Society,30 Crore,"Al Hamra Society, Gulshan-e-Iqbal Town",7.0,7.0,"1,000 Sq. Yd.",['Verified badge'],Added: 5 days ago,https://media.zameen.com/thumbnails/170129567-400x300.webp
Flat For sale Is Readily Available In Prime Location Of Dhoraji Colony,3 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",3.0,3.0,167 Sq. Yd.,['Verified badge'],Added: 5 days ago,https://media.zameen.com/thumbnails/174453039-400x300.webp
Get In Touch Now To Buy A 2800 Square Feet Flat In Dhoraji Colony Karachi,3.5 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",4.0,4.0,311 Sq. Yd.,['Verified badge'],Added: 5 days ago,https://media.zameen.com/thumbnails/175710058-400x300.webp
230 Sq Yard House For Sale In Gulshan-e-iqbal Block 4-a,3.5 Crore,"Gulshan-e-Iqbal - Block 4A, Gulshan-e-Iqbal",6.0,6.0,230 Sq. Yd.,['No badges'],Added: 5 days ago (Updated: 5 days ago),https://media.zameen.com/thumbnails/202203851-400x300.webp
Ground floor portion for sale,2.4 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",2.0,2.0,120 Sq. Yd.,['No badges'],Added: 5 days ago (Updated: 5 days ago),https://media.zameen.com/thumbnails/203015102-400x300.webp
150 Sq Yards 2 Bed Dd Portion For Sale In Gulshan E Iqbal Near Hassan Square,82 Lakh,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",2.0,2.0,150 Sq. Yd.,['No badges'],Added: 5 days ago (Updated: 3 days ago),https://media.zameen.com/thumbnails/203014867-400x300.webp
First Floor Flat Is Available For Sale (urgent sale),1.25 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",3.0,3.0,172 Sq. Yd.,['No badges'],Added: 6 days ago,https://media.zameen.com/thumbnails/201329495-400x300.webp
Investor Rate 2nd Floor 3 Bed Dd Corner Like New Building In Prime Location,1.5 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",3.0,3.0,140 Sq. Yd.,['No badges'],Added: 6 days ago,https://media.zameen.com/thumbnails/197116372-400x300.webp
Px Tower 2 Bed Dd Flat For Sale,80 Lakh,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",2.0,3.0,106 Sq. Yd.,['No badges'],Added: 6 days ago,https://media.zameen.com/thumbnails/184588038-400x300.webp
Well Maintained 3 Bed Apartment Is Available For Sale In The Heart Of Bahadurabad Ideal For Family Living A Prime Category,1.6 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,167 Sq. Yd.,['No badges'],Added: 6 days ago,https://media.zameen.com/thumbnails/175817532-400x300.webp
950 Sq. Ft Furnished Flat For Sale In Gulshan-e-iqbal Block 3,95 Lakh,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",2.0,2.0,106 Sq. Yd.,['No badges'],Added: 6 days ago (Updated: 5 days ago),https://media.zameen.com/thumbnails/202978813-400x300.webp
2 bed Lounge Flat Available For Sale,55 Lakh,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",2.0,2.0,72 Sq. Yd.,['No badges'],Added: 6 days ago (Updated: 5 days ago),https://media.zameen.com/thumbnails/202979273-400x300.webp
Harmain Royal Residency 3 BED DD Apartment Available For Sale,1.6 Crore,"Harmain Royal Residency, Gulshan-e-Iqbal Town",3.0,3.0,150 Sq. Yd.,['No badges'],Added: 6 days ago (Updated: 6 days ago),https://media.zameen.com/thumbnails/202965584-400x300.webp
400 Sq. Yard Portion With Roof Next Tipu Sultan Road,4.35 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",4.0,4.0,356 Sq. Yd.,['No badges'],Added: 6 days ago,https://media.zameen.com/thumbnails/186884962-400x300.webp
3-Bed DD Lounge Flat near Imtiaz Xpress 24 7,2.7 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,178 Sq. Yd.,['Verified badge'],Added: 6 days ago,https://media.zameen.com/thumbnails/180461242-400x300.webp
Brand New 240 Sq Yds 1st Floor Portion Available For Sale In Gulshan-e-iqbal Blk 3,2.65 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 6 days ago (Updated: 6 days ago),https://media.zameen.com/thumbnails/202950206-400x300.webp
